"Referred.a.Friend" "Number.of.Referrals" "Tenure.in.Months" "Offer" "Phone.Service" "Avg.Monthly.Long.Distance.Charges" "Multiple.Lines" "Internet.Service" "Internet.Type" "Avg.Monthly.GB.Download" "Online.Security" "Online.Backup" "Device.Protection.Plan" "Premium.Tech.Support" "Streaming.TV" "Streaming.Movies" "Streaming.Music" "Unlimited.Data" "Contract" "Paperless.Billing" "Payment.Method" "Monthly.Charge" "Total.Regular.Charges" "Total.Refunds" "Total.Extra.Data.Charges" "Total.Long.Distance.Charges" "Gender" "Age" "Married" "Dependents" "Number.of.Dependents" "Latitude" "Longitude" "Population" "Churn.Value" "CLTV" "Total.Customer.Svc.Requests" "Product.Service.Issues.Reported" "Customer.Satisfaction"
"6533" "Yes" 9 1 "Offer E" "Yes" 25.1 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 19.25 19.25 0 0 25.1 "Female" 29 "Yes" "Yes" 3 39.220368 -122.907693 2344 0 2053 0 0 "-99"
"3483" "No" 0 39 "None" "No" 0 "No" "Yes" "Fiber Optic" 14 "No" "No" "Yes" "Yes" "No" "No" "No" "No" "One Year" "No" "Credit Card" 35.55 1309.15 0 183 0 "Male" 41 "No" "No" 0 39.457388 -121.818201 3169 1 3752 0 0 "-99"
"3496" "Yes" 3 49 "None" "Yes" 42.19 "Yes" "Yes" "Cable" 52 "Yes" "No" "No" "No" "No" "No" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 55.35 2633.95 0 0 2067.31 "Male" 29 "Yes" "No" 0 39.203817 -121.19584 9752 0 5601 0 0 "-99"
"2455" "No" 0 43 "None" "Yes" 49.64 "Yes" "Yes" "Fiber Optic" 30 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 105.456 4528 0 1358 2134.52 "Male" 39 "No" "No" 0 32.898613 -117.202937 4258 1 3370 2 1 "-99"
"5143" "No" 0 46 "Offer B" "No" 0 "No" "Yes" "Fiber Optic" 13 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 60.75 2893.4 0 0 0 "Male" 33 "No" "No" 0 34.95934 -120.490081 43684 0 2694 1 2 "-99"
"47" "No" 0 20 "None" "Yes" 44.44 "Yes" "Yes" "Cable" 14 "No" "No" "Yes" "No" "Yes" "Yes" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 102.492 1842.8 0 258 888.8 "Male" 73 "No" "No" 0 32.961064 -117.134917 47224 1 5444 5 0 "-99"
"4820" "Yes" 1 25 "None" "Yes" 36.17 "No" "Yes" "Fiber Optic" 53 "No" "Yes" "Yes" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 53.65 1355.45 0 718 904.25 "Male" 63 "Yes" "Yes" 3 34.174215 -118.345928 29245 0 5854 1 0 "-99"
"6872" "Yes" 6 14 "Offer D" "Yes" 26.99 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 19.75 309.35 1 0 377.86 "Male" 38 "Yes" "Yes" 2 33.771612 -118.143866 19034 0 3958 0 0 "-99"
"3212" "No" 0 40 "None" "Yes" 33.83 "Yes" "Yes" "Fiber Optic" 19 "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "One Year" "Yes" "Credit Card" 80.75 3208.65 0 610 1353.2 "Female" 41 "No" "No" 0 38.021772 -122.691744 821 0 2047 1 0 "-99"
"3522" "Yes" 8 4 "None" "Yes" 44.64 "No" "Yes" "Fiber Optic" 21 "Yes" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 50.3 217.1 0 0 178.56 "Female" 61 "Yes" "Yes" 1 40.587919 -122.464732 31586 0 3147 3 0 "-99"
"573" "Yes" 10 7 "Offer E" "No" 0 "No" "Yes" "DSL" 13 "Yes" "No" "No" "No" "No" "No" "No" "Yes" "One Year" "No" "Bank Withdrawal" 29.8 220.45 1 2.87 0 "Male" 80 "Yes" "No" 0 37.924838 -122.289145 23141 0 2587 0 0 "-99"
"4376" "Yes" 10 42 "None" "Yes" 34.33 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Mailed Check" 19.35 867.3 0 0 1441.86 "Male" 63 "Yes" "Yes" 2 37.830267 -121.201018 36738 0 3433 0 0 "-99"
"6699" "No" 0 1 "None" "Yes" 29.19 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.3 20.3 0 0 29.19 "Male" 22 "No" "No" 0 40.448632 -122.306657 21418 0 5203 0 0 "-99"
"3462" "No" 0 1 "Offer E" "Yes" 43.05 "Yes" "Yes" "DSL" 69 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 50.05 50.05 0 0 43.05 "Male" 24 "No" "Yes" 3 38.584505 -121.491956 16599 0 5523 1 0 "-99"
"6492" "No" 0 50 "None" "Yes" 23.28 "Yes" "Yes" "Fiber Optic" 51 "Yes" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 103.95 5231.3 0 0 1164 "Male" 27 "Yes" "No" 0 37.680968 -121.446049 69801 0 4363 0 0 "-99"
"5821" "No" 0 52 "None" "Yes" 9.37 "No" "Yes" "Cable" 59 "No" "No" "Yes" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 59.45 3043.7 0 1796 487.24 "Female" 30 "No" "No" 0 33.760458 -118.129725 31352 0 6107 2 0 "s3"
"835" "No" 0 7 "None" "Yes" 11.01 "No" "Yes" "DSL" 18 "No" "Yes" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 51.3 419.35 0 75 77.07 "Female" 73 "No" "No" 0 33.902211 -117.914922 21157 0 3660 0 0 "-99"
"3090" "No" 0 72 "None" "Yes" 48.36 "Yes" "Yes" "DSL" 71 "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "No" "Credit Card" 86.05 6309.65 0 447.99 3481.92 "Male" 22 "No" "No" 0 36.554618 -121.922239 2966 0 5965 0 0 "-99"
"1318" "No" 0 1 "None" "No" 0 "No" "Yes" "Cable" 13 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 25.584 24.6 0 0 0 "Female" 39 "No" "No" 0 37.22565 -122.297533 2055 1 5768 1 0 "-99"
"3841" "No" 0 1 "Offer E" "No" 0 "No" "Yes" "Fiber Optic" 48 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Credit Card" 24.7 24.7 0 0 0 "Female" 29 "No" "Yes" 1 33.829583 -116.474131 43141 1 3065 2 1 "-99"
"68" "No" 0 8 "Offer E" "Yes" 42.93 "No" "Yes" "Cable" 10 "No" "No" "Yes" "No" "Yes" "Yes" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 95.784 729.95 0 0 343.44 "Female" 71 "No" "No" 0 37.872902 -122.303708 8157 1 5662 0 0 "-99"
"6095" "Yes" 1 68 "Offer A" "No" 0 "No" "Yes" "Cable" 19 "Yes" "Yes" "No" "No" "Yes" "No" "No" "No" "One Year" "No" "Credit Card" 44.8 2983.65 0 567 0 "Male" 39 "Yes" "Yes" 2 33.735802 -117.818805 55062 0 4112 1 0 "-99"
"538" "Yes" 9 50 "None" "Yes" 14.49 "Yes" "Yes" "Cable" 17 "Yes" "Yes" "Yes" "No" "Yes" "No" "No" "No" "One Year" "Yes" "Bank Withdrawal" 101.9 5265.5 0 895 724.5 "Male" 80 "Yes" "No" 0 33.570023 -117.773669 25206 0 4184 0 0 "-99"
"6078" "No" 0 28 "Offer C" "Yes" 11.32 "No" "Yes" "DSL" 11 "Yes" "Yes" "No" "Yes" "No" "No" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 59.9 1654.7 0 0 316.96 "Female" 57 "No" "No" 0 33.571259 -117.731917 41237 0 4131 0 0 "-99"
"6561" "No" 0 59 "Offer B" "Yes" 1.94 "Yes" "Yes" "DSL" 73 "Yes" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "One Year" "No" "Credit Card" 79.85 4786.1 0 0 114.46 "Female" 26 "No" "No" 0 40.89866 -123.539754 660 0 6041 1 0 "-99"
"165" "No" 0 3 "None" "Yes" 30.25 "Yes" "Yes" "DSL" 31 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 79.092 231.8 0 72 90.75 "Male" 71 "No" "No" 0 37.556634 -122.317723 23393 1 2930 4 3 "-99"
"2003" "Yes" 3 21 "Offer D" "Yes" 42.22 "Yes" "Yes" "Fiber Optic" 32 "No" "No" "No" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 89.96 1808.7 0 579 886.62 "Female" 50 "Yes" "No" 0 37.233034 -121.947427 24443 0 2036 4 0 "-99"
"755" "No" 0 33 "Offer C" "Yes" 12.75 "Yes" "Yes" "Fiber Optic" 19 "No" "Yes" "Yes" "No" "Yes" "Yes" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 105.35 3465.05 0 658 420.75 "Female" 73 "No" "Yes" 2 39.141934 -122.770679 3002 0 4738 0 0 "-99"
"6182" "No" 0 43 "Offer B" "Yes" 36.78 "No" "Yes" "DSL" 59 "Yes" "Yes" "Yes" "Yes" "No" "No" "No" "No" "One Year" "Yes" "Credit Card" 90.65 3882.3 0 2291 1581.54 "Male" 19 "No" "No" 0 35.996008 -120.85305 670 0 2496 1 0 "-99"
"4782" "No" 0 23 "None" "Yes" 48.88 "Yes" "Yes" "DSL" 12 "Yes" "No" "Yes" "No" "Yes" "Yes" "Yes" "No" "One Year" "Yes" "Bank Withdrawal" 78.55 1843.05 1 221 1124.24 "Female" 43 "No" "No" 0 34.165383 -118.123752 38460 0 3127 0 0 "-99"
"2683" "Yes" 1 57 "Offer B" "No" 0 "No" "Yes" "Fiber Optic" 22 "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 58.75 3437.45 0 0 0 "Female" 45 "Yes" "No" 0 34.130992 -118.894673 18735 0 4115 1 0 "-99"
"1640" "No" 0 1 "None" "Yes" 3.14 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Mailed Check" 19.4 19.4 0 0 3.14 "Male" 52 "No" "No" 0 37.684694 -122.40712 3635 1 4152 3 1 "s2"
"6213" "Yes" 3 18 "None" "Yes" 10.29 "No" "Yes" "DSL" 59 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 83.25 1611.15 0 0 185.22 "Male" 29 "Yes" "Yes" 1 36.991762 -119.242874 3464 0 2065 1 0 "-99"
"2830" "No" 0 24 "None" "Yes" 38.79 "Yes" "Yes" "Fiber Optic" 4 "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 104.15 2494.65 0 0 930.96 "Female" 48 "No" "No" 0 34.244411 -117.072654 317 0 5813 3 0 "-99"
"3064" "Yes" 9 70 "None" "Yes" 9.28 "Yes" "Yes" "DSL" 51 "Yes" "Yes" "No" "Yes" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 88 5986.45 0 3053 649.6 "Male" 30 "Yes" "No" 0 37.007238 -119.505661 1314 0 4867 2 0 "s3"
"4815" "No" 0 17 "None" "Yes" 5.49 "Yes" "Yes" "Fiber Optic" 14 "No" "No" "Yes" "Yes" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 69 1108 1 155 93.33 "Female" 53 "No" "No" 0 34.195685 -118.490752 50047 0 4439 2 0 "s5"
"2864" "No" 0 12 "Offer D" "Yes" 38.96 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.05 265.45 0 0 467.52 "Male" 34 "No" "No" 0 33.806708 -117.02007 4456 0 4996 0 0 "-99"
"1174" "No" 0 4 "Offer E" "Yes" 33.5 "No" "Yes" "Fiber Optic" 30 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 73.736 273 1 82 134 "Female" 42 "No" "Yes" 1 34.1528 -118.000482 41067 1 4287 2 3 "s1"
"1463" "Yes" 1 67 "Offer A" "Yes" 28.4 "Yes" "Yes" "Fiber Optic" 11 "No" "Yes" "Yes" "No" "No" "No" "No" "No" "One Year" "No" "Bank Withdrawal" 90.896 5918.8 0 651 1902.8 "Male" 34 "Yes" "No" 0 32.957195 -117.202542 28201 1 4421 0 0 "-99"
"551" "No" 0 22 "None" "Yes" 34.39 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "Yes" "Credit Card" 20.05 417 0 0 756.58 "Female" 65 "No" "No" 0 36.464635 -119.094348 8870 0 4327 0 0 "-99"
"3044" "Yes" 4 24 "None" "Yes" 31.62 "Yes" "Yes" "Fiber Optic" 12 "Yes" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "One Year" "No" "Bank Withdrawal" 78.4 1832.4 0 220 758.88 "Female" 54 "Yes" "No" 0 37.100948 -120.270136 19391 1 2506 2 1 "s3"
"698" "No" 0 8 "Offer E" "Yes" 39.86 "Yes" "Yes" "Fiber Optic" 23 "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Credit Card" 100.15 908.55 0 20.9 318.88 "Female" 74 "No" "No" 0 34.297628 -119.014627 2966 0 5157 0 0 "-99"
"5775" "No" 0 20 "Offer D" "Yes" 45.39 "No" "Yes" "DSL" 24 "No" "No" "No" "No" "Yes" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 78.8 1641.3 0 39.39 907.8 "Male" 45 "No" "No" 0 33.86532 -118.396336 18693 1 2317 2 0 "-99"
"7020" "No" 0 26 "Offer C" "No" 0 "No" "Yes" "Fiber Optic" 47 "No" "No" "Yes" "Yes" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 35.75 1022.5 0 481 0 "Male" 25 "No" "No" 0 33.680031 -116.171678 23170 0 2734 3 0 "-99"
"2277" "No" 0 6 "None" "Yes" 6.4 "No" "Yes" "Fiber Optic" 29 "No" "No" "No" "No" "Yes" "No" "No" "Yes" "Month-to-Month" "Yes" "Credit Card" 83.72 463.05 0 0 38.4 "Male" 45 "No" "No" 0 34.741406 -118.38111 49309 1 2181 1 0 "-99"
"3765" "Yes" 1 22 "Offer D" "Yes" 20.78 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 20.45 471.55 0 0 457.16 "Male" 43 "Yes" "No" 0 34.057256 -117.667677 54254 0 3727 0 0 "-99"
"5070" "No" 0 10 "Offer D" "No" 0 "No" "Yes" "DSL" 57 "Yes" "Yes" "No" "Yes" "No" "No" "No" "Yes" "One Year" "No" "Credit Card" 40.25 411.45 1 0 0 "Female" 52 "No" "Yes" 3 34.419203 -119.710008 31727 0 2876 3 0 "-99"
"5742" "No" 0 42 "Offer B" "Yes" 22.08 "No" "Yes" "Fiber Optic" 26 "Yes" "Yes" "Yes" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 59.65 2536.55 0 660 927.36 "Female" 27 "No" "No" 0 34.085807 -118.206617 38415 0 3048 0 0 "-99"
"3672" "Yes" 10 68 "Offer A" "Yes" 46.61 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 19.35 1292.65 0 0 3169.48 "Female" 51 "Yes" "Yes" 1 33.818477 -118.038307 47344 0 6303 0 0 "-99"
"4681" "No" 0 37 "None" "Yes" 9.61 "No" "Yes" "Cable" 11 "No" "Yes" "Yes" "No" "No" "No" "No" "No" "One Year" "No" "Bank Withdrawal" 80.05 3019.1 0 332 355.57 "Female" 48 "No" "No" 0 34.065875 -118.238728 30596 0 3364 0 0 "-99"
"2368" "Yes" 1 7 "Offer E" "Yes" 8.95 "No" "Yes" "Fiber Optic" 80 "No" "No" "No" "No" "No" "No" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 71.76 506.9 0 406 62.65 "Female" 25 "Yes" "No" 0 38.434362 -122.86891 390 0 5672 2 2 "-99"
"4150" "No" 0 24 "Offer C" "Yes" 25.68 "Yes" "Yes" "Cable" 6 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 99.65 2404.85 0 144 616.32 "Male" 39 "No" "No" 0 36.362741 -121.869685 32857 1 5207 1 0 "-99"
"6869" "No" 0 27 "None" "Yes" 2.59 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 19.4 460.25 1 0 69.93 "Male" 43 "No" "No" 0 33.760458 -118.129725 31352 0 5975 1 0 "-99"
"5523" "No" 0 13 "Offer D" "Yes" 21.36 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 19.3 279.3 0 0 277.68 "Female" 50 "No" "No" 0 40.665952 -124.240051 1447 0 5917 1 0 "-99"
"4901" "No" 0 1 "None" "Yes" 8.56 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.5 20.5 0 0 8.56 "Female" 54 "No" "No" 0 32.85723 -117.209774 34902 0 4454 0 0 "-99"
"1508" "No" 0 10 "Offer D" "Yes" 34.44 "No" "Yes" "Fiber Optic" 76 "No" "No" "No" "No" "No" "No" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 47.372 402.6 0 0 344.4 "Male" 28 "No" "No" 0 34.370378 -118.504118 30742 0 4097 3 0 "-99"
"3204" "No" 0 16 "Offer D" "Yes" 44.05 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "Yes" "Bank Withdrawal" 19.3 360.35 0 0 704.8 "Female" 56 "No" "No" 0 37.885629 -122.46858 13065 0 2870 1 0 "-99"
"1685" "No" 0 1 "Offer E" "Yes" 26.53 "No" "Yes" "Cable" 33 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 46.176 44.4 0 0 26.53 "Female" 58 "No" "No" 0 37.222842 -121.988727 13290 1 3204 2 0 "-99"
"3105" "No" 0 33 "Offer C" "Yes" 5.91 "Yes" "Yes" "DSL" 5 "No" "Yes" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 54.65 1665.2 0 0 195.03 "Male" 62 "No" "No" 0 37.285677 -122.224165 1622 0 5201 1 1 "-99"
"2536" "No" 0 1 "Offer E" "No" 0 "No" "Yes" "Fiber Optic" 10 "No" "Yes" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 29.85 29.85 0 0 0 "Female" 36 "Yes" "No" 0 33.973616 -118.24902 54492 1 3964 2 0 "-99"
"61" "Yes" 2 44 "None" "No" 0 "No" "Yes" "Cable" 31 "No" "Yes" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 31.564 1359.7 0 422 0 "Male" 73 "Yes" "No" 0 37.571748 -121.659562 75929 1 4829 4 4 "s1"
"3075" "No" 0 62 "None" "Yes" 14.05 "No" "Yes" "Fiber Optic" 25 "Yes" "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "One Year" "No" "Credit Card" 71.4 4487.3 0 0 871.1 "Male" 47 "Yes" "No" 0 36.739385 -119.753649 47999 0 5327 0 0 "-99"
"1663" "Yes" 1 47 "None" "Yes" 44.26 "No" "Yes" "Cable" 25 "No" "No" "Yes" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 88.712 4045.65 0 1011 2080.22 "Female" 40 "Yes" "No" 0 38.027218 -122.23463 8506 0 3631 4 0 "-99"
"1832" "No" 0 3 "Offer E" "Yes" 48.84 "No" "Yes" "Cable" 45 "No" "No" "No" "No" "No" "No" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 45.032 123.65 0 56 146.52 "Male" 23 "No" "No" 0 34.43987 -118.644609 24977 0 4849 6 2 "-99"
"2815" "No" 0 26 "None" "No" 0 "No" "Yes" "DSL" 29 "No" "No" "Yes" "Yes" "Yes" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 44.45 1183.8 0 343 0 "Female" 46 "No" "No" 0 35.28952 -116.092214 904 0 3080 1 0 "-99"
"6755" "Yes" 8 68 "Offer A" "Yes" 17.12 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 25.8 1911.5 0 0 1164.16 "Female" 41 "Yes" "No" 0 39.672813 -120.456699 322 0 4747 2 2 "-99"
"829" "Yes" 1 52 "None" "Yes" 7.04 "Yes" "Yes" "Cable" 22 "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 80.85 4079.55 0 0 366.08 "Male" 72 "Yes" "Yes" 1 34.459322 -117.629729 4280 0 6090 1 0 "-99"
"6263" "Yes" 3 70 "Offer A" "Yes" 11.36 "Yes" "Yes" "Cable" 53 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 115.15 8250 0 4372 795.2 "Female" 45 "Yes" "Yes" 3 36.220761 -120.980777 14477 1 4388 1 0 "s4"
"2806" "No" 0 29 "None" "Yes" 49.92 "Yes" "Yes" "Fiber Optic" 23 "No" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "No" "One Year" "No" "Credit Card" 100.55 2830.45 0 651 1447.68 "Male" 46 "No" "No" 0 33.141265 -116.967221 48690 0 3055 0 0 "-99"
"5369" "No" 0 19 "Offer D" "Yes" 11.85 "Yes" "Yes" "DSL" 18 "No" "No" "Yes" "Yes" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 59.55 1144.6 0 0 225.15 "Male" 40 "No" "No" 0 37.160194 -121.945611 10172 0 3949 0 0 "-99"
"1764" "No" 0 1 "None" "Yes" 9.66 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Mailed Check" 19.8 19.8 0 0 9.66 "Male" 40 "No" "No" 0 39.273096 -122.050763 7503 1 5600 4 0 "-99"
"8" "Yes" 6 58 "Offer B" "No" 0 "No" "Yes" "Cable" 26 "No" "Yes" "Yes" "No" "No" "Yes" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 47.112 2651.2 1 689 0 "Male" 66 "Yes" "No" 0 34.168686 -118.057505 10558 1 5444 2 1 "s1"
"6097" "No" 0 21 "Offer D" "Yes" 13.39 "Yes" "Yes" "Cable" 24 "Yes" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 80.35 1747.2 0 419 281.19 "Male" 61 "No" "Yes" 2 33.807864 -117.923782 45086 0 4579 0 0 "-99"
"6534" "Yes" 10 50 "None" "No" 0 "No" "Yes" "Fiber Optic" 23 "Yes" "No" "No" "No" "Yes" "No" "No" "Yes" "Month-to-Month" "Yes" "Credit Card" 39.45 2021.35 0 0 0 "Male" 44 "Yes" "Yes" 3 39.724433 -123.767578 309 0 6018 0 0 "-99"
"1022" "Yes" 8 40 "None" "Yes" 28.56 "No" "Yes" "Cable" 18 "No" "No" "No" "No" "No" "Yes" "Yes" "Yes" "One Year" "No" "Bank Withdrawal" 55.8 2283.3 0 0 1142.4 "Male" 71 "Yes" "No" 0 37.100948 -120.270136 19391 0 3587 1 0 "-99"
"216" "No" 0 38 "Offer C" "Yes" 5.75 "No" "Yes" "DSL" 33 "No" "Yes" "Yes" "Yes" "Yes" "No" "No" "No" "One Year" "Yes" "Credit Card" 72.956 2497.35 0 824 218.5 "Male" 73 "No" "No" 0 34.066303 -118.435479 44150 0 2645 2 2 "-99"
"3385" "Yes" 8 22 "Offer D" "Yes" 7.68 "No" "Yes" "DSL" 7 "Yes" "No" "No" "Yes" "No" "No" "No" "Yes" "One Year" "Yes" "Credit Card" 56.25 1292.2 0 9.05 168.96 "Male" 56 "Yes" "No" 0 41.269521 -123.546958 574 0 3733 0 0 "-99"
"3517" "Yes" 5 35 "Offer C" "Yes" 24.76 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 25.75 882.55 0 0 866.6 "Female" 62 "Yes" "Yes" 1 39.172777 -121.805845 3193 0 4194 1 2 "s5"
"4255" "No" 0 30 "None" "Yes" 24.57 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Mailed Check" 19.7 625.05 0 0 737.1 "Male" 62 "No" "No" 0 37.871416 -122.246597 21205 0 3302 2 0 "-99"
"5737" "No" 0 71 "None" "Yes" 44.84 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 25.05 1873.7 0 0 3183.64 "Female" 46 "Yes" "No" 0 34.028735 -118.317236 47143 0 6334 1 0 "-99"
"5933" "Yes" 8 71 "None" "Yes" 43.61 "No" "Yes" "Fiber Optic" 27 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 80.7 5705.05 0 1540 3096.31 "Female" 48 "Yes" "No" 0 32.853743 -117.25034 42617 0 5617 1 0 "-99"
"5993" "No" 0 18 "Offer D" "Yes" 12.97 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 23.75 424.5 0 0 233.46 "Male" 45 "No" "No" 0 33.28156 -115.955541 799 0 3076 0 0 "-99"
"4144" "Yes" 9 71 "None" "Yes" 32.18 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 24.5 1816.2 0 0 2284.78 "Male" 20 "Yes" "No" 0 33.141265 -116.967221 48690 0 4058 0 0 "-99"
"6215" "Yes" 7 61 "None" "Yes" 34.84 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 24.2 1445.2 0 0 2125.24 "Female" 56 "Yes" "Yes" 1 36.917652 -119.593757 46858 0 6201 0 0 "-99"
"2702" "No" 0 72 "None" "Yes" 8.29 "Yes" "Yes" "Cable" 13 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "No" "Bank Withdrawal" 86.6 6350.5 0 0 596.88 "Female" 37 "No" "No" 0 34.165783 -118.399795 27453 1 4530 1 0 "-99"
"4374" "No" 0 60 "None" "Yes" 15.29 "Yes" "Yes" "Fiber Optic" 48 "No" "No" "Yes" "No" "No" "No" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 79.2 4765 0 0 917.4 "Female" 24 "No" "No" 0 37.361987 -120.748394 12672 0 5687 1 0 "s3"
"1630" "No" 0 1 "None" "Yes" 27.7 "Yes" "Yes" "Cable" 21 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 80.236 77.15 0 0 27.7 "Female" 32 "No" "No" 0 37.244307 -119.470256 3376 1 2756 4 0 "s3"
